service_date|day_type|bus|rail_boardings|total_rides
2019-12-10|W|770888|697269|1468157
2019-12-11|W|753922|692730|1446652
2019-12-12|W|787393|716707|1504100
2019-12-13|W|788504|704438|1492942
2019-12-14|A|471203|367508|838711
2019-12-15|U|348516|255659|604175
2019-12-16|W|743694|648766|1392460
2019-12-17|W|765207|678194|1443401
2019-12-18|W|734493|658439|1392932
2019-12-19|W|745959|664554|1410513
2019-12-20|W|731997|640236|1372233
2019-12-21|A|454167|356991|811158
2019-12-22|U|350959|283094|634053
2019-12-23|W|601685|501524|1103209
2019-12-24|W|462098|310604|772702
2019-12-25|U|200121|133009|333130
2019-12-26|W|517911|402948|920859
2019-12-27|W|552198|445835|998033
2019-12-28|A|394869|298646|693515
2019-12-29|U|315428|251105|566533
2019-12-30|W|544713|480721|1025434
2019-12-31|W|511289|431677|942966
2020-03-14|A|347925|235841|583766
2020-03-15|U|256591|166575|423166
2020-03-16|W|493179|284844|778023
2020-03-17|W|390091|217294|607385
2020-03-18|W|320242|179316|499558
2020-03-19|W|305501|163013|468514
2020-03-20|W|303882|152797|456679
2020-03-21|A|185406|86695|272101
2020-03-22|U|113282|60490|173772
2020-03-23|W|212121|103992|316113
2020-03-24|W|220319|105312|325631
2020-03-25|W|229414|106913|336327
2020-03-26|W|211746|100860|312606
2020-03-27|W|220715|102714|323429
2020-03-28|A|144561|68572|213133
2020-03-29|U|111188|57736|168924
2020-03-30|W|208762|96996|305758
2020-03-31|W|200537|94709|295246
2020-04-01|W|235503|100042|335545
2020-04-02|W|214222|95183|309405
2020-04-03|W|240528|101015|341543
2020-04-04|A|154302|65727|220029
2020-04-05|U|118701|53173|171874
2020-04-06|W|199323|89714|289037
2020-04-07|W|202629|90824|293453
2020-04-08|W|197789|88894|286683
2020-04-09|W|189898|86725|276623
2020-04-10|W|202934|85608|288542
2020-04-11|A|161743|59808|221551
2020-04-12|U|117907|46243|164150
2020-04-13|W|199679|79074|278753
2020-04-14|W|196277|79616|275893
2020-04-15|W|199545|78844|278389
2020-04-16|W|213862|79764|293626
2020-04-17|W|205280|77935|283215
2020-04-18|A|175887|58347|234234
2020-04-19|U|135539|47512|183051
2020-04-20|W|225938|79017|304955
2020-04-21|W|219120|77886|297006
2020-04-22|W|213080|77822|290902
2020-04-23|W|214131|77918|292049
2020-04-24|W|225498|78966|304464
2020-04-25|A|156179|51764|207943
2020-04-26|U|145023|47350|192373
2020-04-27|W|230903|77830|308733
2020-04-28|W|229831|79284|309115
2020-04-29|W|205453|74942|280395
2020-04-30|W|224948|79783|304731
2020-05-01|W|272700|89139|361839
2020-05-02|A|210617|59142|269759
2020-05-03|U|155791|49160|204951
2020-05-04|W|244960|79706|324666
2020-05-05|W|224885|77485|302370
2020-05-06|W|248434|82526|330960
2020-05-07|W|247597|83941|331538
2020-05-08|W|242402|82107|324509
2020-05-09|A|206907|59372|266279
2020-05-10|U|134047|43773|177820
2020-05-11|W|236521|77650|314171
2020-05-12|W|244938|81217|326155
2020-05-13|W|259169|83529|342698
2020-05-14|W|211894|76152|288046
2020-05-15|W|261148|82454|343602
2020-05-16|A|204433|60144|264577
2020-05-17|U|119698|40451|160149
2020-05-18|W|242568|80822|323390
2020-05-19|W|228412|79752|308164
2020-05-20|W|253916|85596|339512
2020-05-21|W|244336|85164|329500
2020-05-22|W|255894|86436|342330
2020-05-23|A|198708|59164|257872
2020-05-24|U|171095|53281|224376
2020-05-25|U|170039|52921|222960
2020-05-26|W|260758|84940|345698
2020-05-27|W|258713|86518|345231
2020-05-28|W|250675|86579|337254
2020-05-29|W|265087|92565|357652
2020-05-30|A|210004|69848|279852
2020-05-31|U|86503|23544|110047
2020-06-01|W|146931|27517|174448
2020-06-02|W|154414|31544|185958
2020-06-03|W|207502|68423|275925
2020-06-04|W|236590|83605|320195
2020-06-05|W|252137|90734|342871
2020-06-06|A|184406|69622|254028
2020-06-07|U|143697|53232|196929
2020-06-08|W|263520|100516|364036
2020-06-09|W|245154|98717|343871
2020-06-10|W|258523|101685|360208
2020-06-11|W|282597|110709|393306
2020-06-12|W|276051|113656|389707
2020-06-13|A|206386|81727|288113
2020-06-14|U|165299|66384|231683
2020-06-15|W|294517|111956|406473
2020-06-16|W|301881|114566|416447
2020-06-17|W|306380|117798|424178
2020-06-18|W|305028|119506|424534
2020-06-19|W|303502|125162|428664
2020-06-20|A|221620|81634|303254
2020-06-21|U|165913|70884|236797
2020-06-22|W|260524|114622|375146
2020-06-23|W|299680|131100|430780
2020-06-24|W|286680|133015|419695
2020-06-25|W|304522|139288|443810
2020-06-26|W|275240|130402|405642
2020-06-27|A|233358|106092|339450
2020-06-28|U|171693|86966|258659
2020-06-29|W|279383|133291|412674
2020-06-30|W|298563|140782|439345
2020-07-01|W|327984|148683|476667
2020-07-02|W|320859|149071|469930
2020-07-03|U|272940|127079|400019
2020-07-04|A|188378|94601|282979
2020-07-05|U|166998|84977|251975
2020-07-06|W|301317|143054|444371
2020-07-07|W|300508|147310|447818
2020-07-08|W|301892|149845|451737
2020-07-09|W|301260|149971|451231
2020-07-10|W|312226|155529|467755
2020-07-11|A|233152|112641|345793
2020-07-12|U|174761|90382|265143
2020-07-13|W|309700|149117|458817
2020-07-14|W|312379|152758|465137
2020-07-15|W|295648|147794|443442
2020-07-16|W|306288|154912|461200
2020-07-17|W|315882|161335|477217
2020-07-18|A|219217|109549|328766
2020-07-19|U|148461|80714|229175
2020-07-20|W|307261|149404|456665
2020-07-21|W|297659|148632|446291
2020-07-22|W|306629|152652|459281
2020-07-23|W|315401|156970|472371
2020-07-24|W|318269|161024|479293
2020-07-25|A|228619|116404|345023
2020-07-26|U|163332|90069|253401
2020-07-27|W|295579|144168|439747
2020-07-28|W|314899|153221|468120
2020-07-29|W|305332|152279|457611
2020-07-30|W|307576|156312|463888
2020-07-31|W|338021|164604|502625
2020-08-01|A|235944|117414|353358
2020-08-02|U|169536|89199|258735
2020-08-03|W|324028|152552|476580
2020-08-04|W|326128|157759|483887
2020-08-05|W|319021|157695|476716
2020-08-06|W|320751|159609|480360
2020-08-07|W|326107|164886|490993
2020-08-08|A|232723|118676|351399
2020-08-09|U|175080|93832|268912
2020-08-10|W|250672|96642|347314
2020-08-11|W|309009|138581|447590
2020-08-12|W|313739|146680|460419
2020-08-13|W|313917|150941|464858
2020-08-14|W|315311|155653|470964
2020-08-15|A|215071|107720|322791
2020-08-16|U|172492|89599|262091
2020-08-17|W|304431|147684|452115
2020-08-18|W|313038|155406|468444
2020-08-19|W|317835|158653|476488
2020-08-20|W|317199|160843|478042
2020-08-21|W|322563|165104|487667
2020-08-22|A|229626|119732|349358
2020-08-23|U|167737|93123|260860
2020-08-24|W|295919|152126|448045
2020-08-25|W|306720|156020|462740
2020-08-26|W|311882|158419|470301
2020-08-27|W|307570|159603|467173
2020-08-28|W|313712|163890|477602
2020-08-29|A|228415|120335|348750
2020-08-30|U|172100|96089|268189
2020-08-31|W|312659|156093|468752
2020-09-01|W|320186|157112|477298
2020-09-02|W|335025|167989|503014
2020-09-03|W|347516|172408|519924
2020-09-04|W|339339|176834|516173
2020-09-05|A|239660|134087|373747
2020-09-06|U|161152|98132|259284
2020-09-07|U|189391|104992|294383
2020-09-08|W|288854|151558|440412
2020-09-09|W|318510|162823|481333
2020-09-10|W|320927|167696|488623
2020-09-11|W|323815|172643|496458
2020-09-12|A|213040|118325|331365
2020-09-13|U|183881|104162|288043
2020-09-14|W|314508|159479|473987
2020-09-15|W|323465|166872|490337
2020-09-16|W|323500|171467|494967
2020-09-17|W|322703|171455|494158
2020-09-18|W|329339|179021|508360
2020-09-19|A|240028|135343|375371
2020-09-20|U|175502|101785|277287
2020-09-21|W|312717|160531|473248
2020-09-22|W|324554|166852|491406
2020-09-23|W|326416|169407|495823
2020-09-24|W|321314|169953|491267
2020-09-25|W|338121|180938|519059
2020-09-26|A|239686|136388|376074
2020-09-27|U|176943|102308|279251
2020-09-28|W|299874|158980|458854
2020-09-29|W|323062|167874|490936
2020-09-30|W|320186|169305|489491
2020-10-01|W|336911|173387|510298
2020-10-02|W|349664|182413|532077
2020-10-03|A|241921|133772|375693
2020-10-04|U|179954|100387|280341
2020-10-05|W|326242|164517|490759
2020-10-06|W|332474|168456|500930
2020-10-07|W|333595|171757|505352
2020-10-08|W|334365|174469|508834
2020-10-09|W|335842|183544|519386
2020-10-10|A|248858|137846|386704
2020-10-11|U|181194|103244|284438
2020-10-12|W|271925|145635|417560
2020-10-13|W|334145|170998|505143
2020-10-14|W|334911|172419|507330
2020-10-15|W|323424|172888|496312
2020-10-16|W|324544|178507|503051
2020-10-17|A|231563|134238|365801
2020-10-18|U|150496|92227|242723
2020-10-19|W|300842|158006|458848
2020-10-20|W|310091|163811|473902
2020-10-21|W|321256|167872|489128
2020-10-22|W|318012|168824|486836
2020-10-23|W|288787|166459|455246
2020-10-24|A|239353|132006|371359
2020-10-25|U|160807|94731|255538
2020-10-26|W|294204|155238|449442
2020-10-27|W|299100|158973|458073
2020-10-28|W|318538|165838|484376
2020-10-29|W|304342|165360|469702
2020-10-30|W|334559|172445|507004
2020-10-31|A|224885|120080|344965
2020-11-01|U|149896|85934|235830
2020-11-02|W|301558|154284|455842
2020-11-03|W|317723|149741|467464
2020-11-04|W|306904|151147|458051
2020-11-05|W|311836|158434|470270
2020-11-06|W|318896|167110|486006
2020-11-07|A|226237|126890|353127
2020-11-08|U|166538|94199|260737
2020-11-09|W|308098|157126|465224
2020-11-10|W|298502|153003|451505
2020-11-11|W|286362|147595|433957
2020-11-12|W|305497|158496|463993
2020-11-13|W|305354|159535|464889
2020-11-14|A|206691|104500|311191
2020-11-15|U|136434|75619|212053
2020-11-16|W|282290|140661|422951
2020-11-17|W|279757|140971|420728
2020-11-18|W|285245|143331|428576
2020-11-19|W|292548|148286|440834
2020-11-20|W|297292|149612|446904
2020-11-21|A|206379|100672|307051
2020-11-22|U|146562|74926|221488
2020-11-23|W|283365|138635|422000
2020-11-24|W|264500|135119|399619
2020-11-25|W|267787|131704|399491
2020-11-26|U|119470|56839|176309
2020-11-27|W|221878|106692|328570
2020-11-28|A|198860|97141|296001
2020-11-29|U|145682|76276|221958
2020-11-30|W|255801|130426|386227
2020-12-01|W|290906|138364|429270
2020-12-02|W|289930|137598|427528
2020-12-03|W|301357|142080|443437
2020-12-04|W|297160|144348|441508
2020-12-05|A|206508|100869|307377
2020-12-06|U|144322|74099|218421
2020-12-07|W|272363|133537|405900
2020-12-08|W|277139|137145|414284
2020-12-09|W|293699|143390|437089
2020-12-10|W|297368|144459|441827
2020-12-11|W|277727|138386|416113
2020-12-12|A|181545|92521|274066
2020-12-13|U|150344|78380|228724
2020-12-14|W|269583|135394|404977
2020-12-15|W|273075|137120|410195
2020-12-16|W|269375|138422|407797
2020-12-17|W|273791|139375|413166
2020-12-18|W|284841|144568|429409
2020-12-19|A|201406|101970|303376
2020-12-20|U|157805|80063|237868
2020-12-21|W|280892|137696|418588
2020-12-22|W|289292|140759|430051
2020-12-23|W|283137|138325|421462
2020-12-24|W|201261|92528|293789
2020-12-25|U|80783|40861|121644
2020-12-26|A|170294|81793|252087
2020-12-27|U|139350|72363|211713
2020-12-28|W|259552|125317|384869
2020-12-29|W|253437|128558|381995
2020-12-30|W|244219|126447|370666
2020-12-31|W|254787|114338|369125
2021-01-01|U|114115|62077|176192
2021-01-02|A|186877|91034|277911
2021-01-03|U|140440|72391|212831
2021-01-04|W|282862|132124|414986
2021-01-05|W|281724|134514|416238
2021-01-06|W|278317|136069|414386
2021-01-07|W|270340|135092|405432
2021-01-08|W|272827|137181|410008
2021-01-09|A|205370|101095|306465
2021-01-10|U|145412|71867|217279
2021-01-11|W|262355|129615|391970
2021-01-12|W|277882|136866|414748
2021-01-13|W|282529|140007|422536
2021-01-14|W|275747|137634|413381
2021-01-15|W|277928|139988|417916
2021-01-16|A|193303|96530|289833
2021-01-17|U|143923|72570|216493
2021-01-18|W|227108|113727|340835
2021-01-19|W|270497|137227|407724
2021-01-20|W|257638|131313|388951
2021-01-21|W|287899|144085|431984
2021-01-22|W|264517|138811|403328
2021-01-23|A|190988|96503|287491
2021-01-24|U|141538|71996|213534
2021-01-25|W|265782|135618|401400
2021-01-26|W|233767|127803|361570
2021-01-27|W|262570|138610|401180
2021-01-28|W|265152|140259|405411
2021-01-29|W|285439|148439|433878
2021-01-30|A|192267|102119|294386
2021-01-31|U|119669|75697|195366
2021-02-01|W|285366|145356|430722
2021-02-02|W|288369|146050|434419
2021-02-03|W|315672|152303|467975
2021-02-04|W|278515|147593|426108
2021-02-05|W|250369|139613|389982
2021-02-06|A|161437|89065|250502
2021-02-07|U|110637|64459|175096
2021-02-08|W|242899|128998|371897
2021-02-09|W|260772|137064|397836
2021-02-10|W|267271|141210|408481
2021-02-11|W|269772|146284|416056
2021-02-12|W|280767|149261|430028
2021-02-13|A|186257|106030|292287
2021-02-14|U|121070|73603|194673
2021-02-15|W|196912|118258|315170
2021-02-16|W|206197|114830|321027
2021-02-17|W|278930|149828|428758
2021-02-18|W|283168|155250|438418
2021-02-19|W|287852|156832|444684
2021-02-20|A|192157|112011|304168
2021-02-21|U|146116|81211|227327
2021-02-22|W|280331|146573|426904
2021-02-23|W|308822|157020|465842
2021-02-24|W|307300|156793|464093
2021-02-25|W|300304|157867|458171
2021-02-26|W|309217|164565|473782
2021-02-27|A|232432|127246|359678
2021-02-28|U|158200|87008|245208
2021-03-01|W|309106|149826|458932
2021-03-02|W|308998|156140|465138
2021-03-03|W|333410|163566|496976
2021-03-04|W|309302|159889|469191
2021-03-05|W|317629|167771|485400
2021-03-06|A|228890|124851|353741
2021-03-07|U|173071|95906|268977
2021-03-08|W|317267|159512|476779
2021-03-09|W|327340|164868|492208
2021-03-10|W|312074|161736|473810
2021-03-11|W|318121|165057|483178
2021-03-12|W|323199|172476|495675
2021-03-13|A|247738|148004|395742
2021-03-14|U|163299|97387|260686
2021-03-15|W|265818|144990|410808
2021-03-16|W|300583|158171|458754
2021-03-17|W|310656|165207|475863
2021-03-18|W|293346|160989|454335
2021-03-19|W|330666|178106|508772
2021-03-20|A|246067|141702|387769
2021-03-21|U|187953|111138|299091
2021-03-22|W|319333|164624|483957
2021-03-23|W|303876|159635|463511
2021-03-24|W|320929|168422|489351
2021-03-25|W|316190|168278|484468
2021-03-26|W|321386|175255|496641
2021-03-27|A|235940|137705|373645
2021-03-28|U|171037|101679|272716
2021-03-29|W|316586|165113|481699
2021-03-30|W|324218|170588|494806
2021-03-31|W|313521|168955|482476
2021-04-01|W|330414|178267|508681
2021-04-02|W|329144|180602|509746
2021-04-03|A|258780|150786|409566
2021-04-04|U|178580|105039|283619
2021-04-05|W|313426|166404|479830
2021-04-06|W|338664|181795|520459
2021-04-07|W|340512|181069|521581
2021-04-08|W|302569|171140|473709
2021-04-09|W|330542|186985|517527
2021-04-10|A|212976|129831|342807
2021-04-11|U|177686|105758|283444
2021-04-12|W|326192|170290|496482
2021-04-13|W|335197|179135|514332
2021-04-14|W|320689|173838|494527
2021-04-15|W|321850|179206|501056
2021-04-16|W|334144|199086|533230
2021-04-17|A|237265|155208|392473
2021-04-18|U|177249|112596|289845
2021-04-19|W|307407|165608|473015
2021-04-20|W|310048|170031|480079
2021-04-21|W|313705|173325|487030
2021-04-22|W|336610|187886|524496
2021-04-23|W|341811|203880|545691
2021-04-24|A|234939|149135|384074
2021-04-25|U|175558|113050|288608
2021-04-26|W|337128|176283|513411
2021-04-27|W|352388|193712|546100
2021-04-28|W|303689|172569|476258
2021-04-29|W|327089|184416|511505
2021-04-30|W|358329|207166|565495
2021-05-01|A|266141|170503|436644
2021-05-02|U|195776|126355|322131
2021-05-03|W|334667|174120|508787
2021-05-04|W|330540|183621|514161
2021-05-05|W|346837|193605|540442
2021-05-06|W|322453|187545|509998
2021-05-07|W|351011|212194|563205
2021-05-08|A|255252|161702|416954
2021-05-09|U|158199|108981|267180
2021-05-10|W|317899|175820|493719
2021-05-11|W|338523|189589|528112
2021-05-12|W|337223|193841|531064
2021-05-13|W|347914|205589|553503
2021-05-14|W|353950|222830|576780
2021-05-15|A|234951|166559|401510
2021-05-16|U|195939|137410|333349
2021-05-17|W|333150|190203|523353
2021-05-18|W|338267|195305|533572
2021-05-19|W|331674|198718|530392
2021-05-20|W|350455|215181|565636
2021-05-21|W|353721|226276|579997
2021-05-22|A|265066|188124|453190
2021-05-23|U|184730|129720|314450
2021-05-24|W|338290|196524|534814
2021-05-25|W|345371|205679|551050
2021-05-26|W|349319|208470|557789
2021-05-27|W|334991|208682|543673
2021-05-28|W|313635|217115|530750
2021-05-29|A|266944|208819|475763
2021-05-30|U|209937|177745|387682
2021-05-31|U|194901|147880|342781
2021-06-01|W|349451|221402|570853
2021-06-02|W|356620|222827|579447
2021-06-03|W|382161|231398|613559
2021-06-04|W|374475|244454|618929
2021-06-05|A|278036|199123|477159
2021-06-06|U|204309|148509|352818
2021-06-07|W|343982|202767|546749
2021-06-08|W|366854|222841|589695
2021-06-09|W|367755|231622|599377
2021-06-10|W|374697|246542|621239
2021-06-11|W|375533|271425|646958
2021-06-12|A|265224|224185|489409
2021-06-13|U|219260|184714|403974
2021-06-14|W|362267|227377|589644
2021-06-15|W|372531|238872|611403
2021-06-16|W|374362|242785|617147
2021-06-17|W|372186|247900|620086
2021-06-18|W|362823|272803|635626
2021-06-19|A|276925|238075|515000
2021-06-20|U|194025|158875|352900
2021-06-21|W|349781|237699|587480
2021-06-22|W|376511|256084|632595
2021-06-23|W|362682|239858|602540
2021-06-24|W|345186|240440|585626
2021-06-25|W|343853|251904|595757
2021-06-26|A|232678|190791|423469
2021-06-27|U|219887|176898|396785
2021-06-28|W|337566|218776|556342
2021-06-29|W|346254|229881|576135
2021-06-30|W|356837|237763|594600
2021-07-01|W|397781|257789|655570
2021-07-02|W|389185|254956|644141
2021-07-03|A|292341|215230|507571
2021-07-04|U|214496|167760|382256
2021-07-05|U|237811|178415|416226
2021-07-06|W|378230|255296|633526
2021-07-07|W|371601|261796|633397
2021-07-08|W|375578|276819|652397
2021-07-09|W|389894|302893|692787
2021-07-10|A|275612|238903|514515
2021-07-11|U|189913|165360|355273
2021-07-12|W|363268|237710|600978
2021-07-13|W|375230|250575|625805
2021-07-14|W|396163|262113|658276
2021-07-15|W|374072|261351|635423
2021-07-16|W|379552|280527|660079
2021-07-17|A|296714|245066|541780
2021-07-18|U|226558|191007|417565
2021-07-19|W|377772|248181|625953
2021-07-20|W|390578|264471|655049
2021-07-21|W|392548|274123|666671
2021-07-22|W|390531|275892|666423
2021-07-23|W|386289|298869|685158
2021-07-24|A|280927|250014|530941
2021-07-25|U|221645|198799|420444
2021-07-26|W|373206|260296|633502
2021-07-27|W|387327|279049|666376
2021-07-28|W|390425|298392|688817
2021-07-29|W|394751|362106|756857
2021-07-30|W|402364|362949|765313
2021-07-31|A|292772|310759|603531
2021-08-01|U|223161|244404|467565
2021-08-02|W|374987|259408|634395
2021-08-03|W|407869|267547|675416
2021-08-04|W|401665|271469|673134
2021-08-05|W|401248|283716|684964
2021-08-06|W|387894|313936|701830
2021-08-07|A|301542|275050|576592
2021-08-08|U|223653|187344|410997
2021-08-09|W|334547|240520|575067
2021-08-10|W|372961|264354|637315
2021-08-11|W|364185|258741|622926
2021-08-12|W|381061|280760|661821
2021-08-13|W|396567|277082|673649
2021-08-14|A|294345|252710|547055
2021-08-15|U|221156|205673|426829
2021-08-16|W|371748|246824|618572
2021-08-17|W|385106|259308|644414
2021-08-18|W|387316|265679|652995
2021-08-19|W|390171|274749|664920
2021-08-20|W|399149|298535|697684
2021-08-21|A|282205|248705|530910
2021-08-22|U|231270|202393|433663
2021-08-23|W|389873|263283|653156
2021-08-24|W|382748|259641|642389
2021-08-25|W|398464|278830|677294
2021-08-26|W|417416|287640|705056
2021-08-27|W|411406|302286|713692
2021-08-28|A|290939|232278|523217
2021-08-29|U|215493|180030|395523
2021-08-30|W|452128|283312|735440
2021-08-31|W|457408|294988|752396
2021-09-01|W|483883|302972|786855
2021-09-02|W|466988|316474|783462
2021-09-03|W|460822|332962|793784
2021-09-04|A|288744|249857|538601
2021-09-05|U|238982|232104|471086
2021-09-06|U|231171|190360|421531
2021-09-07|W|445989|291803|737792
