Aircompany,Origen,Destino,Distancia,avion,con_escala,consumo_kg,duracion,ingresos,Id_vuelo,IC,Categoria_IC,Incidencias,Hora_Vuelo
Airnar,Bali,Ginebra,12383,Boeing 737,True,34423.74936000001,1140,447586.56,Air_BaGi_10737,2.7799200000000006,A,Problemas de navegación,14:00 19/03/2023
FlyQ,Barcelona,Roma,859,Airbus A320,False,2371.699,82,34125.26,Fly_BaRo_11320,2.761,A,Problemas de navegación,23:15 07/04/2023
PamPangea,Melbourne,Londres,16900,Boeing 737,True,43136.7768,1483,617778.45,Pam_MeLo_10737,2.552472,A,Sin incidencias,20:00 20/01/2023
TabarAir,Los Angeles,Cincinnati,3073,Airbus A320,False,7790.3623,242,124255.61,Tab_LoCi_11320,2.5351,A,Sin incidencias,14:15 06/01/2023
TabarAir,Londres,Nueva York,5566,Boeing 747,False,59333.56,391,315513.96,Tab_LoNu_10747,10.66,B,Sambódromo a bordo y Problemas de navegación,12:45 24/08/2023
MoldaviAir,Bali,Londres,12553,Boeing 737,True,34579.09634400001,1153,429787.63,Mol_BaLo_10737,2.754648000000001,A,Emergencia grave de los sistemas hidráulicos,14:00 08/03/2023
PamPangea,Nueva York,Melbourne,16082,Airbus A380,True,199144.563904,1272,1013379.5,Pam_NuMe_11380,12.383072,C,Condiciones meteorológicas ligeramente complejas,07:15 24/08/2023
TabarAir,Los Angeles,Ginebra,9103,Airbus A320,True,25188.219472,779,360454.69,Tab_LoGi_11320,2.767024,A,Problemas con las puertas o ventanas,22:45 27/05/2023
TabarAir,Cincinnati,Roma,7480,Airbus A380,False,86468.8,518,493674.99,Tab_CiRo_11380,11.56,C,Sin incidencias,08:30 08/09/2023
FlyQ,Barcelona,Nueva York,6170,Boeing 747,False,65772.2,431,362746.19,Fly_BaNu_10747,10.66,B,Sin incidencias,13:30 16/06/2023
FlyQ,Roma,Barcelona,859,Boeing 747,False,9431.6482,77,51362.91,Fly_RoBa_10747,10.9798,B,Sin incidencias,19:15 21/06/2023
Airnar,Cádiz,Bali,12798,Boeing 737,True,35253.98510400001,1171,433137.13,Air_CaBa_10737,2.7546480000000004,A,"Problemas con el suministro de combustible,",13:45 12/03/2023
